npi,nppes_provider_last_org_name,nppes_provider_first_name,nppes_provider_city,nppes_provider_state,specialty_description,description_flag,drug_name,generic_name,bene_count,total_claim_count,total_30_day_fill_count,total_day_supply,total_drug_cost,bene_count_ge65,bene_count_ge65_suppress_flag,total_claim_count_ge65,ge65_suppress_flag,total_30_day_fill_count_ge65,total_day_supply_ge65,total_drug_cost_ge65,years_of_exp
-1541498133,MOTYL,PAQUI,UNCASVILLE,CT,Internal Medicine,S,IBUPROFEN,IBUPROFEN,,12,12,90,29.8,,*,,*,,,,39
2036185411,ROURKE,KELLY,SAINT LOUIS,MO,Internal Medicine,S,LANTUS SOLOSTAR,"INSULIN GLARGINE,HUM.REC.ANLOG",,13,24,720,8179.16,,*,13,,24,720,8179.16,49
-2137580062,SLOAN,MATTHEW,LONG BEACH,CA,Ophthalmology,S,AZOPT,BRINZOLAMIDE,,16,29,870,6247.1,,*,16,,29,870,6247.1,32
-1460841827,SEBAN,OLIVIER,WOODLAND,CA,Family Practice,S,MIRTAZAPINE,MIRTAZAPINE,,61,83,2490,868.13,,*,34,,46,1380,497.28,55
2076522573,FAJARDO,SUSAN,SHAWNEE,KS,Physician Assistant,S,GLIMEPIRIDE,GLIMEPIRIDE,,26,54,1620,313.09,,*,,*,,,,54
-1480946046,MCCOY,JENNIFER,ROARING SPRING,PA,Nurse Practitioner,S,DOXAZOSIN MESYLATE,DOXAZOSIN MESYLATE,,11,13,390,145.88,,*,11,,13,390,145.88,52
-2026222478,PEDROZA,MAURICIO,PHILADELPHIA,PA,Nephrology,S,MYCOPHENOLATE MOFETIL,MYCOPHENOLATE MOFETIL,,39,39,1170,3488.38,,*,15,,15,450,2078.19,40
-1935652156,HULSEMAN,MARY LOU,INDIANAPOLIS,IN,Family Practice,S,RANITIDINE HCL,RANITIDINE HCL,,16,16,480,126.37,,*,16,,16,480,126.37,50
-1400085989,LEUNG,KING,ELMHURST,NY,Physician Assistant,S,PREDNISOLONE ACETATE,PREDNISOLONE ACETATE,,13,13,325,545.74,,*,13,,13,325,545.74,43
-1814118930,LEVIN,IVAN,WINDSOR,VT,Internal Medicine,S,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,,12,12,342,265.87,0,,0,,0,0,0,37
-1854816962,MANNING,MARK,WICHITA,KS,Physician Assistant,S,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SOD PHOSPHATE,13,16,16,191,704.58,,#,,#,,,,42
-1470657693,OBERLIN,ANDREW,IRON RIVER,MI,Physician Assistant,S,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,20,62,153.5,4605,2625.02,,#,,#,,,,52
-1773018434,GIDDAY,LISA,LITTLETON,CO,Internal Medicine,S,LYRICA,PREGABALIN,,19,21,630,7335.12,,*,19,,21,630,7335.12,50
-1359613855,FRERKS,TARA,ONALASKA,WI,Family Practice,S,CITALOPRAM HBR,CITALOPRAM HYDROBROMIDE,,17,47,1410,177.27,,*,17,,47,1410,177.27,46
2127097317,FULCHER,TODD,BRANDON,MS,Family Practice,S,DIGOX,DIGOXIN,13,82,82,1551,1909.87,13,,82,,82,1551,1909.87,34
2066584392,BERRIO,YVONNE,HAMILTON SQUARE,NJ,Nurse Practitioner,S,KETOCONAZOLE,KETOCONAZOLE,,12,12,264,637.72,,#,,#,,,,37
2107189954,AWERBUCK,MATTHEW,BAKERSFIELD,CA,Internal Medicine,S,FUROSEMIDE,FUROSEMIDE,31,46,52,1545,148.13,,#,,#,,,,31
2107017874,LARSON,JULIE,BRITT,IA,Nurse Practitioner,S,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,92,566,945.3,27460,11201.06,,#,501,,862.3,25378,10209.8,34
-1531565770,WHITE,MACK,CHARLOTTE,NC,Internal Medicine,S,AMLODIPINE BESYLATE-BENAZEPRIL,AMLODIPINE BESYLATE/BENAZEPRIL,15,66,142,4260,2519.48,15,,66,,142,4260,2519.48,39
-1389088358,DIAZ,GIL,CAGUAS,PR,Dentist,T,ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,17,17,17,64,99.36,,#,,#,,,,47
-1511317134,NICHOLS,HOLLY,MISSION HILLS,CA,Nurse Practitioner,S,ACYCLOVIR,ACYCLOVIR,,11,13,257,117.53,,*,,*,,,,34
-1884110709,RADUT,TOMA,LINCOLNTON,NC,Internal Medicine,S,LOPERAMIDE,LOPERAMIDE HCL,,12,12,241,170.64,,#,,#,,,,33
-2127504099,NAHAR,SUDHA,SOMERSET,NJ,Gastroenterology,S,NEXIUM,ESOMEPRAZOLE MAGNESIUM,19,79,100,3000,27163.48,,#,50,,69,2070,19279.73,35
-1652817542,PARVEZ,SHAHEEN,MUNSTER,IN,Emergency Medicine,S,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE,,19,25,750,512.91,,#,,#,,,,46
2147251904,EVANS,S KAREN,ALBUQUERQUE,NM,Family Practice,S,OMEPRAZOLE,OMEPRAZOLE,88,375,722,21648,5363.47,76,,306,,627,18810,4359.65,47
-1854657012,LOWERY,SHELLY,LAURINBURG,NC,Family Practice,S,QUINAPRIL HCL,QUINAPRIL HCL,,17,17,510,112.13,,*,17,,17,510,112.13,54
-1824294380,ROSARIO CACHO,JOAQUIN,ORLANDO,FL,Nephrology,S,SPIRONOLACTONE,SPIRONOLACTONE,12,46,68,2040,509.74,,*,34,,48,1440,174.24,54
-1814358115,ALLIAN-SAUER,MARYBETH,AURORA,CO,Cardiovascular Disease (Cardiology),S,WELCHOL,COLESEVELAM HCL,,11,23,667,9233.78,,*,,*,,,,37
-1854775249,BHURGRI,AAMER,MONROE,MI,Internal Medicine,S,GLIPIZIDE XL,GLIPIZIDE,24,144,189.1,4682,1592.14,,#,115,,158,3757,1408.43,36
-1470928054,SARIDAKIS,MANUEL,SAGAMORE HILLS,OH,Family Practice,S,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,20,71,165,4950,335.84,20,,71,,165,4950,335.84,37
-2066945700,NABOLOTNY,MICHAEL,CHICAGO,IL,Internal Medicine,S,AMILORIDE-HYDROCHLOROTHIAZIDE,AMILORIDE/HYDROCHLOROTHIAZIDE,,14,14,364,211.49,,*,14,,14,364,211.49,42
-1410205446,FLAGG,MICHAEL,PANORAMA CITY,CA,Internal Medicine,S,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,129,414,1314,39390,14677.91,,#,394,,1248.5,37426,13964.35,34
2026128661,LONG,MYRA,SALINA,KS,Family Practice,S,FUROSEMIDE,FUROSEMIDE,,46,62,1641,221.66,,*,35,,51,1478,164.36,34
-2066836370,HARRISON,EMERSON,DECATUR,GA,Urology,S,ZYTIGA,ABIRATERONE ACETATE,,12,12,360,103639.99,,*,12,,12,360,103639.99,45
-1925115849,GANDY,SHAWNTA,PETAL,MS,Nurse Practitioner,S,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,,28,28,719,4130.48,,*,28,,28,719,4130.48,53
-2097256281,THOMPSON,CHRISTOPHER,SMYRNA,TN,Family Practice,S,SERTRALINE HCL,SERTRALINE HCL,34,127,305.3,9160,1279.99,,#,,#,,,,32
-1632638870,LAFRANCONI,PAULA,WEST CHESTER,OH,Internal Medicine,S,DICLOFENAC SODIUM,DICLOFENAC SODIUM,20,67,115,3083,1614.24,,#,,#,,,,46
-1329472876,WINGFIELD,ANGELA,GULFPORT,MS,Dermatology,S,FLUOCINONIDE,FLUOCINONIDE,29,43,47.4,1172,3590.38,,#,,#,,,,43
-1794249120,RODRIGUEZ,PATRICIA,CAGUAS,PR,Internal Medicine,S,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,19,81,169,5016,2875.87,,#,,#,,,,44
-1359586135,GALA,KETAN,ROBBINSVILLE,NJ,Cardiovascular Disease (Cardiology),S,VALSARTAN-HYDROCHLOROTHIAZIDE,VALSARTAN/HYDROCHLOROTHIAZIDE,,41,59,1770,822.8,,*,41,,59,1770,822.8,36
-1531552535,HORNER,JOHN,MORRISTOWN,TN,Internal Medicine,S,DIAZEPAM,DIAZEPAM,,27,27,662,234.38,,*,15,,15,331,65,38
-2117381421,ARLINE,ALFRED,PUEBLO,CO,Family Practice,S,LOVASTATIN,LOVASTATIN,18,73,185,5550,851.21,18,,73,,185,5550,851.21,54
-1420381616,CHIRIGOS,GREGG,GREENSBURG,PA,Internal Medicine,S,METFORMIN HCL,METFORMIN HCL,64,277,613,18390,2011.62,,#,243,,567,17010,1788.89,39
-1450606026,KANKAM,CYGETHIA,CLEWISTON,FL,Family Practice,S,LISINOPRIL,LISINOPRIL,101,337,746.2,22360,2378.31,74,,249,,573,17166,1686.13,40
-2036463106,GASS,JANEEN,OMAHA,NE,Physician Assistant,S,LISINOPRIL,LISINOPRIL,13,58,98,2940,315.14,,*,42,,72,2160,256.6,46
-1592085349,SAMPSON,MATTHEW,SAFFORD,AZ,Family Practice,S,ONDANSETRON ODT,ONDANSETRON,,19,19,213,258.31,,*,,*,,,,47
2107971252,IRIZARRY,CARLOS,MINDEN,LA,Family Practice,S,CARBAMAZEPINE,CARBAMAZEPINE,,30,46,1380,3173.06,,#,,#,,,,49
-2026357267,HANAK,MICHAEL,CHICAGO,IL,Family Practice,S,METOPROLOL TARTRATE,METOPROLOL TARTRATE,,11,23,690,40.88,,*,,*,,,,47
-1935650027,HILL,LAURIE,MARSHALL,MN,Family Practice,S,DILTIAZEM 24HR CD,DILTIAZEM HCL,,13,15,450,276.18,,*,13,,15,450,276.18,38
-2117427747,BUCHANAN,DANA,MODESTO,CA,Emergency Medicine,S,PREDNISONE,PREDNISONE,16,16,16,163,100.44,,#,,#,,,,35
-1592238437,KONSTANZ,JEFFREY,PLATTE,SD,Physician Assistant,S,OMEPRAZOLE,OMEPRAZOLE,36,157,251.1,7531,1642.5,,#,140,,226,6780,1298.89,35
-1450747811,DEIGNAN,DIANNA,CAPE MAY COURT HOUSE,NJ,Family Practice,S,BUPROPION XL,BUPROPION HCL,,28,30,899,589.16,0,,0,,0,0,0,51
2076656941,MATALON,ERAN,SANTA ROSA,CA,Internal Medicine,S,METOPROLOL TARTRATE,METOPROLOL TARTRATE,23,146,192,4532,1049.67,23,,146,,192,4532,1049.67,31
-1672698715,AFILAKA,BUKOLA,ALEXANDRIA,LA,Internal Medicine,S,LEVOFLOXACIN,LEVOFLOXACIN,40,42,42,291,260.99,,#,,#,,,,49
2117910654,PATEL,KETAN,PRINCETON,IL,Internal Medicine,S,LANTUS,"INSULIN GLARGINE,HUM.REC.ANLOG",12,44,48.1,1153,18424.6,,#,,#,,,,45
-2096979709,STEPHENS,LUKE,CHICAGO,IL,Family Practice,S,NAPROXEN,NAPROXEN,11,13,13,370,85.24,,*,,*,,,,55
2076562800,RAIDER,MATTHEW,MIDDLETOWN,CT,Family Practice,S,ACETIC ACID,ACETIC ACID,,79,79,631,3394.53,,*,79,,79,631,3394.53,41
-1389064649,ORLOFF,ELEONORA,BRONX,NY,Optometry,S,TOBRADEX,TOBRAMYCIN/DEXAMETHASONE,20,29,29,497,5753.17,,#,,#,,,,49
-2006315930,BENEVICH,THERESE,ANN ARBOR,MI,Internal Medicine,S,ALLOPURINOL,ALLOPURINOL,14,46,126,3780,870.36,14,,46,,126,3780,870.36,33
-1985742391,AGRAWAL,MONICA,MARIETTA,GA,Physician Assistant,S,BETHANECHOL CHLORIDE,BETHANECHOL CHLORIDE,,22,22,660,800.71,,#,,#,,,,51
-1299226314,ZUHOSKI,ALEXANDER,RIVERHEAD,NY,Medical Oncology,S,LEVOFLOXACIN,LEVOFLOXACIN,17,22,22,154,259.21,,#,,#,,,,31
-1975904688,STEELE,DAVID,HOT SPRINGS,SD,Family Practice,S,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,20,58,60,1504,1625.78,,#,47,,49,1174,1348.69,37
-1793968426,DIAS,KATIE,STANBERRY,MO,Family Practice,S,DILTIAZEM ER,DILTIAZEM HCL,,28,28.1,842,603.21,,*,28,,28.1,842,603.21,54
-1905350005,YAROS,JOHN,PITTSBURGH,PA,Family Practice,S,DONEPEZIL HCL,DONEPEZIL HCL,,27,33,962,302.21,,*,27,,33,962,302.21,52
-1561802298,WEDMAN,LEONARD,HARPER,KS,Physician Assistant,S,MONTELUKAST SODIUM,MONTELUKAST SODIUM,,14,14,394,117.88,,*,14,,14,394,117.88,45
2036590866,VOIGTMANN,MEGAN,FLORISSANT,MO,Nurse Practitioner,S,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,104,303,626,18760,2339.73,,#,280,,576,17264,2208.72,55
-1693915686,RICANOR,RAINIER,JERSEY CITY,NJ,Anesthesiology,S,GABAPENTIN,GABAPENTIN,17,25,35,1010,680.06,,*,11,,15,450,297.73,55
2006803282,SHARMA,PRIXIT,AVON PARK,FL,Internal Medicine,S,PROAIR HFA,ALBUTEROL SULFATE,31,72,124.9,3422,6791.07,,#,40,,68,1864,3559.73,54
-1753712295,LE,THIENQUANG,FAIRFAX,VA,Internal Medicine,S,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,,15,15,450,142.98,,#,,#,,,,32
-1874007328,BAXTER,SUSAN,BOISE,ID,Internal Medicine,S,ROPINIROLE HCL,ROPINIROLE HCL,,25,63,1882,595.88,,#,,#,,,,41
-1693795054,HIDALGO,CESAR,NEW YORK,NY,Student in an Organized Health Care Education/Training Program,T,SIMVASTATIN,SIMVASTATIN,,11,15,450,67.53,,*,,*,,,,44
-1854770044,ROWE,BRUCE,BROWN DEER,WI,Family Practice,S,LEVETIRACETAM,LEVETIRACETAM,,17,17,486,311.43,,*,17,,17,486,311.43,36
-1389891462,WILSON,CHRISTOPHER,ST PETERSBURG,FL,Cardiovascular Disease (Cardiology),S,NIFEDIPINE ER,NIFEDIPINE,,30,66,1980,1700.76,,*,30,,66,1980,1700.76,44
-2016207078,GARCIA-SANTANA,SHEILA,LEXINGTON,KY,Ophthalmology,S,VIGAMOX,MOXIFLOXACIN HCL,19,26,26,295,3894.44,19,,26,,26,295,3894.44,38
-1460709339,KANKONDE,MUTOMBO,EL PASO,TX,Hematology-Oncology,S,RESTASIS,CYCLOSPORINE,,11,11,330,4771.42,,*,11,,11,330,4771.42,32
-2026479539,ZIEBA,PIOTR,FLORENCE,KY,Psychiatry,S,PRAZOSIN HCL,PRAZOSIN HCL,19,33,41,1200,973.63,,*,,*,,,,36
-2056756651,TODD,JANSEN,LUFKIN,TX,Family Practice,S,MONTELUKAST SODIUM,MONTELUKAST SODIUM,99,717,826.9,22381,12033.16,75,,514,,617.2,16713,8391.99,41
2127058600,GRANOFF,MARK,LOS ANGELES,CA,Internal Medicine,S,DEXILANT,DEXLANSOPRAZOLE,,30,30,900,7165.73,,*,30,,30,900,7165.73,54
-1501870461,WILLIAMS,ASHLEY,MONTICELLO,IN,Family Practice,S,FINASTERIDE,FINASTERIDE,,11,11,330,53.19,,*,11,,11,330,53.19,48
-1430504134,DEANGELIS,MICHAEL,PHILADELPHI,PA,Cardiovascular Disease (Cardiology),S,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,46,175,303,9090,2843.45,,#,162,,288,8640,2643.45,36
-1479993193,BROWNE,GEORGE,CLAY CITY,IN,Physician Assistant,S,PROAIR HFA,ALBUTEROL SULFATE,,33,39,925,1893.08,,#,,#,,,,52
-1844709046,TALIAFERRO,JOHN,LOVELAND,CO,Family Practice,S,ALLOPURINOL,ALLOPURINOL,19,59,135,4050,1627.34,19,,59,,135,4050,1627.34,30
2117010280,SURBER,AMBER,PORT ST JOHN,FL,Family Practice,S,OXYCODONE HCL,OXYCODONE HCL,31,110,110,3107,5610.97,12,,28,,28,722,1178.63,40
-2137581737,WERVE,VICKI,CLINTON,WA,Nurse Practitioner,S,TRAZODONE HCL,TRAZODONE HCL,,28,35,1050,153,,*,,*,,,,42
2117030651,JOHNSON,MAGALY,MANATI,PR,Psychiatry,S,BUSPIRONE HCL,BUSPIRONE HCL,86,584,586,16862,4356.93,24,,161,,163,4695,1081.34,36
-1420283349,DESUEZA,JUAN,PATERSON,NJ,Internal Medicine,S,COMBIVENT RESPIMAT,IPRATROPIUM/ALBUTEROL SULFATE,,11,17,509,3417.09,,*,11,,17,509,3417.09,37
2117989268,RODRIGUEZ,ROLANDO,BRANDON,FL,Cardiovascular Disease (Cardiology),S,CHLORTHALIDONE,CHLORTHALIDONE,,25,57,1710,1350.6,,#,,#,,,,46
2056796733,GERMAINE,TRACY,FREDERICKSBURG,VA,Nurse Practitioner,S,MULTAQ,DRONEDARONE HCL,,13,13,390,7167.16,,*,,*,,,,53
-2075998415,PARKS,STACEY,DYER,IN,Psychiatry,S,AMITRIPTYLINE HCL,AMITRIPTYLINE HCL,,22,35,1050,308.81,,#,,#,,,,51
-2006247159,ALLEN,JOSEPH,SAN DIEGO,CA,Family Practice,S,LANTUS,"INSULIN GLARGINE,HUM.REC.ANLOG",,18,25.4,714,7088.01,,*,18,,25.4,714,7088.01,47
-1824173897,HATHAWAY,ANDREW,LIVERPOOL,NY,Family Practice,S,FENOFIBRATE,FENOFIBRATE,,41,57,1675,1271.1,,*,24,,38,1140,624.15,32
-1682899899,FRANKFATHER,JAY,DENVER CITY,TX,Obstetrics & Gynecology,S,BACLOFEN,BACLOFEN,,19,19,548,331.11,,*,19,,19,548,331.11,30
-1905303373,VALKO,GEORGE,PHILADELPHIA,PA,Family Practice,S,AMILORIDE-HYDROCHLOROTHIAZIDE,AMILORIDE/HYDROCHLOROTHIAZIDE,,11,11,330,158.07,,*,11,,11,330,158.07,35
-1379682912,COFFMAN,BARBARA,NORTH ENGLISH,IA,Nurse Practitioner,S,OXYBUTYNIN CHLORIDE ER,OXYBUTYNIN CHLORIDE,,18,24,684,604.06,,*,18,,24,684,604.06,46
-1713447512,PILLAI,ANILKUMAR,WARNER ROBINS,GA,Internal Medicine,S,TRIAMTERENE-HYDROCHLOROTHIAZID,TRIAMTERENE/HYDROCHLOROTHIAZID,30,83,217,6510,1209.84,16,,44,,130,3900,662.98,32
2127129789,WEBB,CRAIG,WILMINGTON,NC,Physician Assistant,S,LISINOPRIL,LISINOPRIL,32,139,242.2,7229,984.62,,#,95,,179.2,5339,788.81,49
-1551627838,SCHAFERMEYER,KENNETH,JEFFERSON CITY,MO,Family Practice,S,COUMADIN,WARFARIN SODIUM,,12,12,360,782.03,0,,0,,0,0,0,33
-1531245026,STACY,BRANDI,PADUCAH,KY,Nurse Practitioner,S,METHYLPREDNISOLONE,METHYLPREDNISOLONE,51,59,59,350,1012.41,,#,48,,48,284,818.86,39
-1541359237,VERMA,VISHAL,SCOTTSDALE,AZ,Internal Medicine,S,OXYCODONE HCL,OXYCODONE HCL,17,17,17,103,172,,#,,#,,,,39
-1895169502,MURPHEY,BRYAN,NAPLES,FL,Internal Medicine,S,CEPHALEXIN,CEPHALEXIN,16,18,18,135,127.13,16,,18,,18,135,127.13,33
-1521423549,HUMPHREY,ALBERT,COLUMBIA,SC,Internal Medicine,S,METRONIDAZOLE,METRONIDAZOLE,14,27,27,217,236.16,,#,,#,,,,47
-1470911842,KOTTURAN,PAULSON,DEERFIELD BEACH,FL,Family Practice,S,AMLODIPINE BESYLATE-BENAZEPRIL,AMLODIPINE BESYLATE/BENAZEPRIL,,20,54,1620,761.38,,#,,#,,,,34
-1905263171,LIU,LES,FONTANA,CA,Internal Medicine,S,AMOXICILLIN,AMOXICILLIN,15,17,17.1,240,206.86,15,,17,,17.1,240,206.86,43
-1662585072,DELECARIS,NICHOLAS,INDIANAPOLIS,IN,Internal Medicine,S,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,12,12,12,88,173.46,,*,,*,,,,31
-1925328335,GOEBEL,THERESA,HOBE SOUND,FL,Family Practice,S,LOSARTAN-HYDROCHLOROTHIAZIDE,LOSARTAN/HYDROCHLOROTHIAZIDE,,30,62,1860,298.29,,*,30,,62,1860,298.29,52
-1430392685,LISBY,MARK,INDIANAPOLIS,IN,Family Practice,S,CARTIA XT,DILTIAZEM HCL,,19,33,990,591.99,,#,,#,,,,36
2127018281,HAIDER,MUNAWAR,BEDFORD,TX,Family Practice,S,LISINOPRIL,LISINOPRIL,176,905,1111.2,30101,7444.64,153,,779,,954.9,25938,6415.12,34
-1794226159,PINTO,JUDE,FOX LAKE,IL,Family Practice,S,LOVASTATIN,LOVASTATIN,,11,33,990,163.22,,*,11,,33,990,163.22,44
-1662961356,PRIVITERA,MICHAEL,CINCINNATI,OH,Neurology,S,TRILEPTAL,OXCARBAZEPINE,,21,31.6,948,27997.59,0,,0,,0,0,0,52
2096710387,TILBEN,BARBARA,MARICOPA,AZ,Family Practice,S,PIOGLITAZONE HCL,PIOGLITAZONE HCL,,11,33,990,181.31,,*,11,,33,990,181.31,52
-1693242197,NORTON,DIANE,CEDAR RAPIDS,IA,Nurse Practitioner,S,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,20,32,32,294,918.79,20,,32,,32,294,918.79,40
-1349619433,ZELL,ANTOINETTE,RACINE,WI,Emergency Medicine,S,ATENOLOL,ATENOLOL,,19,37,1110,121.48,,*,19,,37,1110,121.48,47
-1965917625,GREMILLION,BRIAN,BATON ROUGE,LA,Internal Medicine,S,TEMAZEPAM,TEMAZEPAM,26,140,153,4574,1275.73,,#,123,,136,4064,1179.85,30
-2117394408,TRIBUNE BROWN,DORIS,FLORISSANT,MO,Family Practice,S,FENTANYL,FENTANYL,,45,45,1335,4221.25,,*,12,,12,345,769.88,43
-1854841689,SIDDIQUI,MUHAMMAD,NORTH LITTLE ROCK,AR,Family Practice,S,GLIMEPIRIDE,GLIMEPIRIDE,,42,42,1260,189.34,,#,,#,,,,46
-1551568957,HOLKO,BRETT,BONITA,CA,Internal Medicine,S,K-TAB ER,POTASSIUM CHLORIDE,11,13,21.1,610,437,11,,13,,21.1,610,437,34
2046366853,SOLOT,JOSHUA,PARKER,CO,Family Practice,S,TRAZODONE HCL,TRAZODONE HCL,,24,48,1440,217.69,,#,,#,,,,42
-1975616465,LINARES,VICTORIA,IOWA CITY,IA,Family Practice,S,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,,23,23,687,158.58,,#,,#,,,,35
2107914533,PATEL,MAYANK,HOUSTON,TX,Pulmonary Disease,S,LORAZEPAM,LORAZEPAM,,23,33,990,105.31,,*,23,,33,990,105.31,34
-2127447918,BARDES,CHARLES,NEW YORK,NY,Internal Medicine,S,PROAIR HFA,ALBUTEROL SULFATE,,20,20,479,1065.48,,*,20,,20,479,1065.48,37
-2026493704,CROFFORD,THEODORE,FORT WORTH,TX,Orthopedic Surgery,S,CELECOXIB,CELECOXIB,14,20,23,690,1931.01,,#,,#,,,,37
-1965829581,BARBOUR,CLAYTON,DESERT HOT SPRINGS,CA,Internal Medicine,S,QVAR,BECLOMETHASONE DIPROPIONATE,,21,24,717,3494.62,,*,,*,,,,37
-1349692544,GUCFA,CORNELIUS,WEST DES MOINES,IA,Psychiatry,S,CLOZAPINE,CLOZAPINE,,72,72,1047,3136.39,0,,0,,0,0,0,36
2056306367,LAFFERTY,ROXANN,COTTONWOOD,AZ,Physician Assistant,S,IBUPROFEN,IBUPROFEN,20,21,21,213,90.84,,*,,*,,,,49
-1753708426,PENAHERRERA,SERGIO,YUMA,AZ,Internal Medicine,S,SULFAMETHOXAZOLE-TRIMETHOPRIM,SULFAMETHOXAZOLE/TRIMETHOPRIM,28,29,29,374,148.4,,#,,#,,,,55
-1592249658,COWELL,KEVIN,LEEDS,ME,Family Practice,S,METOPROLOL TARTRATE,METOPROLOL TARTRATE,29,108,250.5,7500,1070.91,,#,82,,214.5,6435,904.35,33
-1824539504,HAYNIE,WILLIAM,BUTLER,MO,Family Practice,S,MONTELUKAST SODIUM,MONTELUKAST SODIUM,,25,25,742,334.46,,*,12,,12,360,244.36,46
-2036424809,MOORE,JOHN,SAVANNAH,GA,Internal Medicine,S,ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,,28,52,1560,411.92,,*,28,,52,1560,411.92,50
2016283367,FLYNN,MONICA,PUEBLO,CO,Nurse Practitioner,S,MIRTAZAPINE,MIRTAZAPINE,,42,42,1260,301.94,0,,0,,0,0,0,40
-1773900962,BOLLIN,EMILY 'BAMBI',HILTON HEAD ISLAND,SC,Optometry,S,LATANOPROST,LATANOPROST,72,289,510.2,14890,5181.02,72,,289,,510.2,14890,5181.02,34
-1733494690,ROMANG,TIMOTHY,WAUSAU,WI,Physical Medicine and Rehabilitation,S,CYCLOBENZAPRINE HCL,CYCLOBENZAPRINE HCL,,29,41,1230,257.33,,*,11,,11,330,78.64,36
2016120230,WARREN,JOHN,TUSCALOOSA,AL,Internal Medicine,S,SYMBICORT,BUDESONIDE/FORMOTEROL FUMARATE,,30,34,940,9859.57,,#,,#,,,,47
-1379945775,LEGACY,JANET,OWOSSO,MI,Nurse Practitioner,S,DIAZEPAM,DIAZEPAM,,13,13,247,35.76,0,,0,,0,0,0,49
-2076023109,ROCK,EILEEN,LINCOLN,NE,Family Practice,S,PAROXETINE HCL,PAROXETINE HCL,,54,91.2,2684,426.88,,*,54,,91.2,2684,426.88,30
-1874801267,LYALL,JOHN,WINSTON SALEM,NC,Internal Medicine,S,CRESTOR,ROSUVASTATIN CALCIUM,14,41,77,2310,15903.14,14,,41,,77,2310,15903.14,54
-1682105265,NELSON,MARCIA,CHICO,CA,Family Practice,S,ROPINIROLE HCL,ROPINIROLE HCL,,64,76,2280,701.32,,#,,#,,,,53
-1672008166,GIBBS,MARK,GAINESVILLE,TX,Family Practice,S,ALLOPURINOL,ALLOPURINOL,13,49,97,2858,698.02,,#,,#,,,,40
-1864896590,LOHR,JEFFREY,LEXINGTON,SC,Emergency Medicine,S,CIPROFLOXACIN HCL,CIPROFLOXACIN HCL,23,23,23,156,140.15,,#,,#,,,,49
-1743386934,HARHARA,HALEEMA,GREENVILLE,NC,Pediatric Medicine,S,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,14,24,41.5,1194,1015.82,,#,,#,,,,35
2117155515,LAWLESS,JAMIE,KANSAS CITY,MO,Internal Medicine,S,LISINOPRIL,LISINOPRIL,18,49,92,2760,298.24,,#,,#,,,,36
-1713348118,CHIAO-CASTLE,NANCY,SAN MATEO,CA,Nurse Practitioner,S,FUROSEMIDE,FUROSEMIDE,23,65,131.2,3930,250.24,23,,65,,131.2,3930,250.24,52
-1309206868,ZOLTAN,EDWARD,BROOKLYN,NY,Urology,S,CIPROFLOXACIN HCL,CIPROFLOXACIN HCL,63,66,66,406,404.65,,#,,#,,,,36
2016091926,HOLT,JAMES,PITTSBORO,NC,Family Practice,S,ISOSORBIDE MONONITRATE ER,ISOSORBIDE MONONITRATE,,13,13,390,140.52,,*,,*,,,,39
-1551524514,NAQVI,ZEENAT,YONKERS,NY,Internal Medicine,S,ENALAPRIL MALEATE,ENALAPRIL MALEATE,11,90,96,2880,2386.71,,#,,#,,,,50
-1410350482,ESPINOZA,LUIS,NEW ORLEANS,LA,Rheumatology,S,LISINOPRIL,LISINOPRIL,,49,69,2070,168.66,,*,,*,,,,39
-2016407230,CHAPLAIN,EDWARD,PORTLAND,OR,Family Practice,S,ONDANSETRON ODT,ONDANSETRON,,21,21,240,401.78,,*,,*,,,,48
-2127415956,PEARSON,GAIL,ENGLEWOOD,CO,Nurse Practitioner,S,ONDANSETRON HCL,ONDANSETRON HCL,,13,13,159,141.15,,*,,*,,,,53
-1723499773,FLYNN,DENNIS,DUBLIN,OH,Family Practice,S,CRESTOR,ROSUVASTATIN CALCIUM,,15,21,630,5086.83,,*,15,,21,630,5086.83,32
